"No.","Info","Name","Method","weight_mg","N_area","C_area","N_factor","C_factor","N_perc","C_perc","C_N_ratio","Memo","Date       Time","Moisture  [%]"
194,"Nu","Tray4-C3","5mg90sIRMS",5.063,560,4241,0.9267,0.9298,0.27,2.85,10.5793,,2021-03-22 23:01:23,0
195,"Nu","Tray4-C4","5mg90sIRMS",5.312,556,4194,0.9267,0.9298,0.26,2.69,10.5417,,2021-03-22 23:13:26,0
196,"Nu","Tray4-C5","5mg90sIRMS",5.671,570,4462,0.9267,0.9298,0.25,2.68,10.9357,,2021-03-22 23:25:56,0
197,"Nu","Tray4-C6","5mg90sIRMS",4.979,511,3876,0.9267,0.9298,0.25,2.65,10.6055,,2021-03-22 23:37:09,0
198,"Nu,Cu","Tray4-C8","2mg70sIRMS",0.067,275,876,0.9267,0.9298,10.01,44.67,4.4635,,2021-03-22 23:49:21,0
199,"Nu","Tray4-C9","5mg90sIRMS",5.134,546,4107,0.9267,0.9298,0.26,2.72,10.5119,,2021-03-23 00:01:23,0
200,"Nu","Tray4-C10","5mg90sIRMS",5.491,575,4405,0.9267,0.9298,0.26,2.73,10.7086,,2021-03-23 00:13:32,0
201,"Nu","Tray4-C11","5mg90sIRMS",5.186,543,3933,0.9267,0.9298,0.25,2.58,10.1283,,2021-03-23 00:25:30,0
202,"Nu","Tray4-C12","5mg90sIRMS",5.266,536,4170,0.9267,0.9298,0.25,2.7,10.8741,,2021-03-23 00:37:32,0
203,,"aspartic","2mg70sIRMS",0.492,2095,5186,0.9466,0.9349,10.52,36.09,3.4306,,2021-03-23 00:49:39,0
204,"Nu","Tray4-D1","5mg90sIRMS",5.508,540,4103,0.9466,0.9349,0.24,2.55,10.4577,,2021-03-23 01:01:48,0
205,,"Tray4-D2","5mg90sIRMS",5.547,647,4717,0.9466,0.9349,0.29,2.91,10.0336,,2021-03-23 01:13:47,0
206,"Nu,Cu","Tray4-D3","2mg70sIRMS",0.046,207,597,0.9466,0.9349,11.21,44.58,3.9765,,2021-03-23 01:25:52,0
207,"Nu,Cu","Tray4-D4","2mg70sIRMS",0.033,166,501,0.9466,0.9349,12.49,52.14,4.176,,2021-03-23 01:37:54,0
208,"Nu","Tray4-D5","5mg90sIRMS",5.6,563,4473,0.9466,0.9349,0.25,2.73,10.9296,,2021-03-23 01:49:52,0
209,"Nu","Tray4-D6","5mg90sIRMS",5.206,588,4314,0.9466,0.9349,0.28,2.84,10.0838,,2021-03-23 02:01:56,0
210,"Nu","Tray4-D7","5mg90sIRMS",5.431,547,4230,0.9466,0.9349,0.25,2.67,10.6355,,2021-03-23 02:14:04,0
211,"Nu","Tray4-D8","5mg90sIRMS",5.733,593,4447,0.9466,0.9349,0.26,2.66,10.3136,,2021-03-23 02:26:12,0
212,"Nu","Tray4-D9","5mg90sIRMS",5.194,588,4403,0.9466,0.9349,0.28,2.9,10.2941,,2021-03-23 02:38:15,0
213,"Nu","Tray4-D10","5mg90sIRMS",5.131,538,4090,0.9466,0.9349,0.26,2.73,10.4565,,2021-03-23 02:50:24,0
214,"Nu,Cu","Tray4-D11","2mg70sIRMS",0.038,156,530,0.9466,0.9349,10.19,47.94,4.7036,,2021-03-23 03:02:28,0
215,"Nu,Cu","Tray4-D12","2mg70sIRMS",0.047,188,592,0.9466,0.9349,9.96,43.28,4.3468,,2021-03-23 03:14:39,0
216,,"aspartic","2mg70sIRMS",0.59,2542,6232,0.9359,0.9326,10.52,36.09,3.4306,,2021-03-23 03:26:46,0
217,,"aspartic","2mg70sIRMS",0.521,2225,5534,0.9441,0.9276,10.52,36.09,3.4306,,2021-03-23 03:38:50,0
218,"Nu,Cu","mt","2mg70sIRMS",100,52,47,0.94,0.9301,0,0,1.2506,,2021-03-23 09:53:34,0
219,"Nu,Cu","mt","2mg70sIRMS",100,59,30,0.94,0.9301,0,0,0.7049,,2021-03-23 10:05:35,0
220,"Nu,Cu","mt","2mg70sIRMS",100,60,31,0.94,0.9301,0,0,0.7098,,2021-03-23 10:17:39,0
221,,"runin","2mg70sIRMS",0.338,1399,3639,0.94,0.9301,10.16,36.68,3.6106,,2021-03-23 10:29:43,0
222,,"runin","2mg70sIRMS",0.446,1928,4739,0.94,0.9301,10.61,36.19,3.4124,,2021-03-23 10:41:37,0
223,,"aspartic","2mg70sIRMS",0.372,1623,4028,0.9234,0.91,10.52,36.09,3.4306,,2021-03-23 10:53:33,0
224,,"aspartic","2mg70sIRMS",0.491,2113,5197,0.9366,0.9311,10.52,36.09,3.4306,,2021-03-23 11:05:30,0
225,,"aspartic","2mg70sIRMS",0.453,1973,4782,0.9254,0.9335,10.52,36.09,3.4306,,2021-03-23 11:17:31,0
226,"Nu,Cu","Tray5-A1-cond","2mg70sIRMS",0.046,183,601,0.9285,0.9249,9.71,44.35,4.5671,,2021-03-23 11:57:22,0
227,"Nu,Cu","Tray5-A2-cond","2mg70sIRMS",0.038,152,440,0.9285,0.9249,9.75,39.38,4.0378,,2021-03-23 12:09:19,0
228,"Nu,Cu","Tray5-A3-cond","2mg70sIRMS",0.05,204,623,0.9285,0.9249,9.96,42.32,4.2474,,2021-03-23 12:21:15,0
229,"Nu,Cu","Tray5-A4-cond","2mg70sIRMS",0.046,205,576,0.9285,0.9249,10.91,42.54,3.8998,,2021-03-23 12:33:15,0
230,"Nu,Cu","Tray5-A5-mt","2mg70sIRMS",100,73,51,0.9285,0.9249,0,0,0.9759,,2021-03-23 12:45:09,0
231,"Nu,Cu","Tray5-A6","2mg70sIRMS",0.045,195,614,0.9285,0.9249,10.59,46.38,4.3787,,2021-03-23 12:57:14,0
232,"Nu,Cu","Tray5-A7","2mg70sIRMS",0.045,200,667,0.9285,0.9249,10.86,50.34,4.6347,,2021-03-23 13:09:14,0
233,"Nu","Tray5-A9","5mg90sIRMS",5.905,610,4660,0.9285,0.9249,0.25,2.67,10.5987,,2021-03-23 13:21:10,0
234,"Nu","Tray5-A10","5mg90sIRMS",5.463,516,4163,0.9285,0.9249,0.23,2.58,11.1941,,2021-03-23 13:33:09,0
235,"Nu","Tray5-A11","5mg90sIRMS",5.256,539,4061,0.9285,0.9249,0.25,2.62,10.4609,,2021-03-23 13:45:10,0
236,"Nu","Tray5-A12","5mg90sIRMS",5.401,523,3952,0.9285,0.9249,0.24,2.48,10.4837,,2021-03-23 13:57:08,0
237,"Nu","Tray5-B1","5mg90sIRMS",4.948,477,3614,0.9285,0.9249,0.24,2.47,10.5097,,2021-03-23 14:09:09,0
238,"Nu","Tray5-B2","5mg90sIRMS",5.649,544,4050,0.9285,0.9249,0.24,2.43,10.3242,,2021-03-23 14:21:09,0
239,,"aspartic","2mg70sIRMS",0.4,1675,4191,0.9624,0.9406,10.52,36.09,3.4306,,2021-03-23 14:33:07,0
240,"Nu,Cu","Tray5-B3","2mg70sIRMS",0.043,180,557,0.9624,0.9406,10.6,44.76,4.2222,,2021-03-23 14:45:07,0
241,"Nu,Cu","Tray5-B4","2mg70sIRMS",0.04,179,548,0.9624,0.9406,11.34,47.32,4.1715,,2021-03-23 14:57:10,0
242,"Nu","Tray5-B5","5mg90sIRMS",5.099,503,3634,0.9624,0.9406,0.25,2.46,9.8309,,2021-03-23 15:09:19,0
243,"Nu","Tray5-B6","5mg90sIRMS",8.083,492,3634,0.9624,0.9406,0.15,1.55,10.0532,"skip",2021-03-23 15:21:18,0
244,"Nu","Tray5-B7","5mg90sIRMS",5.948,560,4328,0.9624,0.9406,0.24,2.51,10.5259,,2021-03-23 15:33:19,0
245,"Nu","Tray5-B8","5mg90sIRMS",5.31,513,3771,0.9624,0.9406,0.24,2.45,10.0154,,2021-03-23 15:45:20,0
246,"Nu","Tray5-B9","5mg90sIRMS",4.253,375,2933,0.9624,0.9406,0.22,2.38,10.6495,,2021-03-23 15:57:20,0
247,"Nu","Tray5-B10","5mg90sIRMS",5.471,505,3884,0.9624,0.9406,0.23,2.45,10.4639,,2021-03-23 16:09:22,0
248,"Nu,Cu","Tray5-B11","2mg70sIRMS",0.04,162,610,0.9624,0.9406,10.25,52.7,5.1406,,2021-03-23 16:21:18,0
249,"Nu","Tray5-C1","5mg90sIRMS",4.663,458,3449,0.9624,0.9406,0.25,2.55,10.2426,,2021-03-23 16:33:23,0
250,"Nu","Tray5-C2","5mg90sIRMS",5.757,565,4196,0.9624,0.9406,0.25,2.51,10.1075,,2021-03-23 16:45:28,0
251,"Nu","Tray5-C3","5mg90sIRMS",5.185,507,3908,0.9624,0.9406,0.25,2.6,10.4883,,2021-03-23 16:57:31,0
252,"Nu","Tray5-C4","5mg90sIRMS",4.656,473,3660,0.9624,0.9406,0.26,2.71,10.5338,,2021-03-23 17:09:33,0
253,"Nu","Tray5-C5","5mg90sIRMS",4.989,489,3739,0.9624,0.9406,0.25,2.58,10.4053,,2021-03-23 17:21:42,0
254,"Nu","Tray5-C6","5mg90sIRMS",5.404,551,4193,0.9624,0.9406,0.26,2.67,10.3583,,2021-03-23 17:33:39,0
255,,"aspartic","2mg70sIRMS",0.572,2432,6082,0.9482,0.9265,10.52,36.09,3.4306,,2021-03-23 17:45:42,0
256,"Nu,Cu","Tray5-C8","2mg70sIRMS",0.052,199,643,0.9482,0.9265,9.55,42.07,4.4063,,2021-03-23 17:57:46,0
257,"Nu","Tray5-C9","5mg90sIRMS",4.844,451,3443,0.9482,0.9265,0.23,2.41,10.3873,,2021-03-23 18:09:44,0
258,"Nu","Tray5-C10","5mg90sIRMS",5.76,521,4051,0.9482,0.9265,0.23,2.39,10.585,,2021-03-23 18:21:49,0
259,"Nu","Tray5-C11","5mg90sIRMS",4.519,431,3382,0.9482,0.9265,0.24,2.54,10.6927,,2021-03-23 18:33:43,0
260,"Nu","Tray5-C12","5mg90sIRMS",4.917,467,3684,0.9482,0.9265,0.24,2.54,10.7348,,2021-03-23 18:45:41,0
261,"Nu","Tray5-D1","5mg90sIRMS",4.924,452,3558,0.9482,0.9265,0.23,2.45,10.724,,2021-03-23 18:57:39,0
262,"Nu","Tray5-D2","5mg90sIRMS",5.585,502,4011,0.9482,0.9265,0.22,2.44,10.8672,,2021-03-23 19:09:42,0
263,"Nu,Cu","Tray5-D3","2mg70sIRMS",0.054,205,672,0.9482,0.9265,9.48,42.36,4.4672,,2021-03-23 19:21:46,0
264,"Nu,Cu","Tray5-D4","2mg70sIRMS",0.045,160,532,0.9482,0.9265,8.85,40.25,4.5495,,2021-03-23 19:33:49,0
265,,"aspartic","2mg70sIRMS",0.543,2292,5547,0.955,0.9646,10.52,36.09,3.4306,,2021-03-23 19:45:52,0
266,"Nu","Tray5-D5","5mg90sIRMS",4.498,440,3298,0.955,0.9646,0.25,2.59,10.5459,,2021-03-23 19:57:56,0
267,"Nu","Tray5-D6","5mg90sIRMS",4.973,485,3556,0.955,0.9646,0.25,2.53,10.3076,,2021-03-23 20:09:57,0
268,"Nu","Tray5-D7","5mg90sIRMS",4.394,438,3137,0.955,0.9646,0.25,2.52,10.0887,,2021-03-23 20:22:00,0
269,"Nu","Tray5-D8","5mg90sIRMS",3.429,325,2403,0.955,0.9646,0.24,2.48,10.4134,,2021-03-23 20:34:05,0
270,"Nu","Tray5-D9","5mg90sIRMS",5.113,479,3611,0.955,0.9646,0.24,2.5,10.5982,,2021-03-23 20:46:03,0
271,"Nu","Tray5-D10","5mg90sIRMS",5.169,497,3647,0.955,0.9646,0.24,2.49,10.3302,,2021-03-23 20:58:05,0
272,"Nu,Cu","Tray5-D11","2mg70sIRMS",0.044,188,505,0.955,0.9646,10.7,40.7,3.8019,,2021-03-23 21:10:07,0
273,"Nu,Cu","Tray5-D12","2mg70sIRMS",0.04,168,542,0.955,0.9646,10.52,47.99,4.562,,2021-03-23 21:22:14,0
274,"Nu,Cu","mt","2mg70sIRMS",100,46,25,0.955,0.9646,0,0,0.7681,,2021-03-23 21:34:15,0
275,,"aspartic","2mg70sIRMS",0.545,2364,5703,0.9296,0.9417,10.52,36.09,3.4306,,2021-03-23 21:46:13,0
276,,"aspartic","2mg70sIRMS",0.349,1513,3723,0.9294,0.9236,10.52,36.09,3.4306,,2021-03-23 21:58:15,0
277,,,,0,0,0,0.9295,0.9326,0,0,0,,,0
